cphl_facility_id,cphl_facility_name,dhis2_facility_name,dhis2_facility_uid,dhis2_district_uid
325,Kidera H/C IV,Kidera HC IV,KzxdCSnvGwD,F3ccON3OCsL
2899,Kidetok Mission H/C III,Kidetok HC III,mPtQJ1rZBOd,zJfpujxC1kD
2714,Kidongole H/C III,Kidongole HC III,L9isDZQcpuo,tdZbtg9sZkO
3165,Kidubuli HCIII,Kidubuli HC II,ZTD4Prfdw22,m77oR1YJESj
879,Kifamba H/C III (Rakai),Kifamba HC III,oHu9DJNgKaV,P8iz90eiIrW
906,Kifampa H/C III (Gomba),Kifampa HC III,gMSnZfci97x,lQj3yMM1lI7
2900,Kigambo H/C II,Kigambo HC III,czyJDi9E4Y4,a9tQqo1rSj7
328,Kiganda H/C IV,Kiganda HC IV,dK6URDbvHgL,lzWuB6bCQeV
329,Kigandalo H/C IV,Kigandalo HC IV,TOwFMUTd1XN,mv4gKtY0qW8
8239,Kigangazi H/C II,Kingangazzi HC II,dRVlZtrIfcM,Ame30QOwuX6
2809,Kigaraale H/C III,Kigarale HC III,YNwbgYdigm5,O9MoQcpZ4uA
331,Kigarama H/C III,Kigarama HC III,oV7osEI51r6,xAJgEKKAeRA
2628,Kigasa H/C III,Kigasa Ii HC II,ald3aEmViHB,ahyi8Uq4vaj
332,Kigorobya H/C IV,Kigorobya HC IV,GUAwRRqngNN,PJFtfCyp6Rb
3369,Kigoyera H/C II,Kigoyera HC II,n7n89BxSgia,O9MoQcpZ4uA
921,Kigulu H/C II,Kigulu HC II,nATS7pzO63j,gUaoj8Geuao
1048,Kigumba H/C III,Kigumba HC III,csFo3Bw4oTt,B0G9cqixld8
922,Kigungu H/C III,Kigungu HC III,MeFxWKBORKq,aIahLLmtvgT
3277,Kigwera H/C III,Kigwera HC II,Qk1XgoxFmuU,CQTmrrriwOq
1792,Kihefo H/C III,Kihefo Clinic,B8okqr86WzK,zBIpPzKYFLp
333,Kihiihi H/C IV,Kihiihi HC IV,WiDK75EptX5,aphcy5JTnd6
3095,Kiige H/C II,Kiige HC II,Xh5eLA8vMYG,oyygQ2STBST
2731,Kijomoro H/C III,Kijomoro HC III,iIrDj4WIA6O,WyR8Eetj7Uw
1567,Kijunjubwa H/C III,Kijunjubwa HC III,CwftR8k7pWb,xr8EMirOASp
2477,Kijura H/C III,Kijura HC III,VhofFpidxI7,m77oR1YJESj
3262,Kikagate H/C III,Kikagate HC III,xK1lURyBlFC,UaR7OHycj8c
1147,Kikamulo H/C III,Kikamulo HC III,Q5qLPWNEj41,aSbgVKaeCP0
1374,Kikandwa  H/C  III,Kikandwa HC III,aVPydv9zaor,Q7PaNIbyZII
3286,Kikatsi H/C III,Kikatsi HC III,aTA0Oqfza5z,qf9xWZu7Dq8
2445,Kiko H/C III,Kiko HC III,nz0c3cd4fzo,m77oR1YJESj
2828,Kikokwa H/C III,Kikokwa HC III,HRUwvJnV3yt,UaR7OHycj8c
1740,Kikolimbo H/C III,Kikolimbo HC II,KcfKx2brSuv,IVuiLJYABw6
2354,Kikoma H/C III,Kikoma HC III,reSTu8XZgge,tr9XWtYsL5P
1447,Kikonda H/C III,Kikonda HC III,N05ZDulF2ME,IVuiLJYABw6
337,Kikuube H/C IV,Kikuube HC IV,ZyIU7Z6NxVX,PJFtfCyp6Rb
3331,Kikwayi H/C II,Kikwayi HC II,Eu7L6ZmhA4R,x75Yh65MaUa
338,Kikyenkye H/C III,Kikyenkye  HC III,j6kmC0qBLuy,r8WLxW9JwsS
2837,Kikyo H/C IV ,Kikyo HC IV,m6EphK59CJo,g8M1cWRJZV6
340,Kilak H/C III,Kilak HC III,e2i5c23d8cq,aBrjuZk0W31
2435,Kilembe Mines Hospital,Kilembe Hospital,fq4icBr2Q9P,aa8xVDzSpte
981,Kimengo H/C III,Kimengo HC III,u9ESrcugDMJ,xr8EMirOASp
1327,Kimenyedde H/C II,Kimmenyedde HC II,gK0T4N1aFZu,a0DfYpC2Rwl
848,Kimuli H/C III,Kimuli HC III,akLIpF5HNjE,P8iz90eiIrW
2554,Kimulikidongo  H/C III,Kimulikidongo HC II,mMZZQTjDPfj,uCVQXAdKqL9
3059,Kimwanyi H/C III,Kimwanyi HC III,qjeMzMj7tdk,aqpd0Y9eXZ2
3209,Kinaba H/C III,Kinaaba Gvt HC II,adbEkXPw0Kk,aphcy5JTnd6
3385,Kinanira H/C III,Kinanira HC III,nNZGVgL6la6,aPhSZRinfbg
1686,Kingdom Life Medical Martenity H/C II,Kingdom Life Health Centre CLINIC,yfEXqa4COUS,x75Yh65MaUa
1444,Kinoni H/C III (Kiruhura),Kiruhura Kinoni HC III GOVT,ypTdjdfOiN7,qf9xWZu7Dq8
343,Kinoni H/C IV (Mbarara),Kinoni HC IV,ApxHwTWTekP,auswb7JO9wY
342,Kinoni Welfare Medical Centre CLINIC (Lwengo),Kinoni Welfare Medical Centre CLINIC,l5Zt1UulNMm,aqpd0Y9eXZ2
840,Kinuuka H/C III,Kinuuka  HC III,n5xUbellHaN,aPRNSGUR3vk
2844,Kinyabwamba H/C III,Kinyabwamba HC III,An4WDnoSfY0,aa8xVDzSpte
2827,Kinyamaseke H/C III,Kinyamaseke HC III,YGIoDeKaKA5,aa8xVDzSpte
2497,Kinyara H/C III,Kinyara Sugar Works HC III,ASNyZE7TMLu,xr8EMirOASp
3325,Kinyarugunjo H/C III,Kinyarugonjo HC III,a01R1qs6SXL,orgY0d5MJa9
3127,Kinyogoga H/C III,Kinyogoga HC III,q68Rl47iAKF,aSbgVKaeCP0
1102,Kira H/C III,Kira HC III,I2O4ZRrmyQN,aIahLLmtvgT
1044,Kiragga H/C III,Kiragga HC III,aGJJ5oqd2zk,ahyi8Uq4vaj
2471,Kireka SDA H/C III,Kireka SDA HC III,ziRKF2GJeEU,aIahLLmtvgT
347,Kirema H/C III,Kirema HC III,kyHAWNZ9EPd,aSbgVKaeCP0
1176,Kirewa H/C III,Kirewa Comm. HC III,TCjLjkwPQ8c,KhT80mlwJ3Y
3102,Kirika H/C III,Kirika HC III,YIxPa3eWbPq,Oyxwe3iDqpR
8253,Kiriki H/C III,Kirik HC II,gcApTQ5WMyb,h1O9AvNR4jS
3207,Kirima H/C III,Kirima HC III,thK2qGR4iAo,aphcy5JTnd6
349,Kiruhura H/C IV,Kiruhura HC IV,GnVqZO2asFJ,qf9xWZu7Dq8
1575,Kirumba H/C III (Rakai),Kirumba  HC III,alzpRLW14i8,P8iz90eiIrW
350,Kiryandongo Hospital,Kiryandongo Hospital,kzFJJnKcISy,B0G9cqixld8
3347,kiryanga H/C III,Kiryanga HC III,DdEgPYS7ttc,orgY0d5MJa9
782,Kisenyi H/C IV (Kampala),Kisenyi HC III,hjZvWkoLzzp,aXmBzv61LbM
3083,Kishagazi H/C II,Kishagazi HC II,VYTPJMKfPsi,a9tQqo1rSj7
3289,Kishenyi H/C II (Rubirizi),Kisenyi HC II,ltPXYlK9Lnd,fS71jg1WYPk
3237,Kisiita H/C III,Kisiita HC III,TIJcUNU05Ao,Lnewt3iIJaK
1345,Kisiizi  H/C III,Kisiizi Gvt HC III,TsELcr5sajj,tugqr4dY6wq
352,Kisiizi Hospital C.O.U (Rukungiri),Kisiizi NGO HOSPITAL,J5lFjhtApU5,tugqr4dY6wq
3187,Kisojjo H/C II (Bukomansimbi),Kisojjo HC II GOVT,ogD8wXFjIUD,Ame30QOwuX6
1474,Kisojo H/C II (Kasese),Mubuku/Kisojo HC II,HjhLsl0DHSQ,aa8xVDzSpte
2866,Kisojo H/C III (Kyenjojo),Kisojo HC III,Xvlhtzq0LcX,O9MoQcpZ4uA
1674,Kisoko H/C III (Tororo),Kisoko HC III,HNjaSmUnPzM,KhT80mlwJ3Y
2462,Kisomoro H/C III,Kisomoro HC III,efN24flmJeb,m77oR1YJESj
355,Kisoro Hospital,Kisoro Hospital,FHIEdqBZAll,aPhSZRinfbg
1244,Kisozi H/C III,Kisozi HC III GOVT,KNuyUySHocg,lQj3yMM1lI7
1668,Kisubba H/C III,Kisuba HC III,aySqIA0RRpH,g8M1cWRJZV6
356,Kisubi Hospital,Kisubi Hospital,qLLYEE7sCnd,aIahLLmtvgT
773,Kisugu H/C III,Kisugu HC III,aKmx8C5qUZ8,aXmBzv61LbM
2627,Dr Charles Farthing Memorial Clinic,Uganda Cares Owino Clinic,zSlpKhPNJIB,aXmBzv61LbM
357,Kiswa H/C IV,Kiswa HC III,cjC5Ij5U7le,aXmBzv61LbM
713,Kitaasa H/C III,St. Mechtilda Kitaasa HC III,agQsp6hFdZa,Ame30QOwuX6
358,Kitagata  Hospital,Kitagata HOSPITAL,EMHl20viu7L,xAJgEKKAeRA
5917,Kitaka HC II,Kitaka HC II,auBbIemzi2h,aXmBzv61LbM
3408,Kitala H/C II,Kitala HC II,ZppfQ4q1PFg,aIahLLmtvgT
2624,Kitanda H/C III,Kitanda HC III,aULXp2H2LGI,Ame30QOwuX6
1543,Kitanga HC II GOVT,Kitanga HC II GOVT,bCuS4DX8Emh,zBIpPzKYFLp
2453,Kitante Medical Centre,Kitante Medical Center HC II,wqsIFyvLng4,aXmBzv61LbM
806,Kitayunjwa H/C III,Kitayunjwa HC III,UhQMDsDfW85,oyygQ2STBST
359,Kitebi H/C III,Kitebi HC III,sLOvwpCrdh2,aXmBzv61LbM
753,Kitenga H/C III,Kitenga  HC III,QBPWzy66HiY,lzWuB6bCQeV
360,Kitgum General Hospital,Kitgum Hospital,z2LfysbyF9U,pnTVIF5v27r
361,Kitgum Matidi H/C III,Kitgum-Matidi HC III,aKgreJPVnve,pnTVIF5v27r
2898,Kitholhu H/C III,Kitholhu HC III,aDEsACuMGHZ,aa8xVDzSpte
2563,Kiti H/C III,Kiti HC III,a5lQTv6RKkm,ahyi8Uq4vaj
362,Kitimba H/C III,Kitimba HC III,O4sKsWoxekL,a3LMKP8z8Xj
3259,Kitondo H/C III,Kitondo HC III,U2iprp1G39M,hAoe9dhZh9V
2850,Kitongo H/C III,Kitongo HC III,fT2e8nED9PT,Q7PaNIbyZII
3312,Kitooro H/C III,Kitooro HC III-NR,GXm2FPnZqfB,aIahLLmtvgT
3025,Kitovu H/C II,Kitovu HC II,aoNyMeWn6YC,mv4gKtY0qW8
365,Kitovu Hospital,Kitovu Blood Bank CLINIC,bUDoS3JjcpY,bIONCoCnt3Q
2395,Kitovu Mobile Clinic,Kitovu Mobile Clinic,LKn50qRDDAB,bIONCoCnt3Q
2568,Kitswamba H/C III,Kitswamba HC III,OOJMUm6aMR4,aa8xVDzSpte
1797,Kituntu H/C III,Kituntu HC III,anOxR20hDCC,YMMexeHFUay
3332,Kitura H/C III,Kitura HC II,NcxXPrWeMtP,qf9xWZu7Dq8
2058,Kitwe H/C II,Kitwe HC II,wVUi8BXxKkY,lQj3yMM1lI7
367,Kitwe H/C IV,Kitwe HC IV,FGnMVMPBCLN,hAoe9dhZh9V
368,Kityerera H/C IV,Kityerera HC IV,W65MlPtBlmF,mv4gKtY0qW8
838,KIU Teaching Hospital,KIU Teaching Hospital,sMYprHm7m3K,It5UGwdHAPF
369,Kiwangala H/C IV,Kiwangala HC IV,oviT3cugAEz,aqpd0Y9eXZ2
370,Kiwoko Hospital,Kiwoko HOSPITAL,OtHSbYGRmmu,aSbgVKaeCP0
1278,Kiyeyi H/C III,Kiyeyi HC III,ZeXBMNmaaI1,KhT80mlwJ3Y
2492,Kiyombya H/C III,Kiyombya HC III,a0Tgsf83fGB,m77oR1YJESj
372,Kiyumba H/C IV,Kiyumba HC IV,AjaGtzC8woM,bIONCoCnt3Q
373,Kiyunga H/C IV ( Luuka),Kiyunga HC IV,a14sgIjcCoT,hn1AlYtF1Pu
1117,Kiyuni H/C III (Kyankwanzi),Kyankwanzi Kiyuni HC III,GjiT4Fcwj6P,IVuiLJYABw6
898,Kiyuni H/C III (Mubende),Mubende Kiyuni HC III GOVT,BuBhkTtnfuE,lzWuB6bCQeV
1040,Kiziba H/C III (Rakai),Rakai Kiziba HC II GOVT,UjpKmijwPjr,P8iz90eiIrW
1507,Kiziba H/C III (Wakiso),Kiziba HC III,gCobOTnUj2H,aIahLLmtvgT
3008,Koboko H/C IV,Koboko Hospital,JAPYJGfV0VY,iqsaGItA68C
2703,Koboko Mission H/C III,Koboko Mission HC III,aXGjPN0urzK,iqsaGItA68C
2647,Kobulubulu H/C III,Kobulubulu HC III,UMzvOsVEnNH,QoRZB7xc3j9
2861,Kobwin H/C III,Kobwin HC III,TTWscca1VOu,aj4hsYK3dVm
376,Koch Goma H/C III,Koch Goma HC III,NdIteLoT2FC,zNgVoDVPYgD
2811,Kochi H/C III (Yumbe),Kochi HC III,eagCoWlLIhR,W1JM2Qdhcv3
378,Kojja H/C IV,Kojja HC IV,akaiT2gUBst,a0DfYpC2Rwl
2718,Kolir H/C III,Kolir HC III,OMNRrYcHxCn,tdZbtg9sZkO
379,Kolonyi H/C III,Kolonyi HC III,O4hJJKkCm5r,yuo5ielNL7W
1404,Kolonyi Hospital,Kolonyi HC III,O4hJJKkCm5r,yuo5ielNL7W
772,Komamboga H/C III,Komamboga HC III,TT8I4Fy4d5r,aXmBzv61LbM
723,Koome H/C III,Koome HC III,fkASUL2GNdM,a0DfYpC2Rwl
2963,Kopoth H/C III,Kopoth HC II,hGgRhRwqMq6,eOJUW6OGpc7
2941,Koro Abili H/C II,Koro Abili HC II,oYdsJ8kS1JS,S5fvUXgY54J
3152,Kortek H/C III,Kortek HC III,arWb0FvSbW8,e8m9ZYMRoeR
3223,Kosiroi H/C II,Kosiroi HC II,THC1QUnraXF,A9kRCvmn6Co
2754,Kotido COU H/C III,CoU Clinic HC III,oekUrDpnep4,aPZzL4CyBTg
380,Kotido H/C IV,Kotido HC IV,ahrb1oS6ucq,aPZzL4CyBTg
2725,Kucwiny H/C III,Kucwiny HC III,a6UyqE2Tgjx,Xjc0LDFa5gW
382,Kulikulinga H/C III,Kulikulinga HC III,jiKuvEHVanR,W1JM2Qdhcv3
2412,Kuluva Hospital,Kuluva Hospital,avzSINkwOx8,WcB3kLlgRTb
384,Kumi H/C IV,Kumi HC IV,T7PV25xOz2Z,saT18HClZoz
385,Kumi NGO HOSPITAL,Kumi NGO HOSPITAL,ahzk9fymop1,saT18HClZoz
2981,Kwanyiyi H/C III,Kwanyiy HC III,zpMTFJlXcMH,h1O9AvNR4jS
1473,Kwapa H/C III,Kwapa HC III,idW1pR7k8m2,KhT80mlwJ3Y
386,Kwera H/C III,Kwera HC III,fxZxvguCeIw,wMQ25dybdgH
2807,Kyaali H/C III (Mpigi ),Nsamu/Kyali HC III,aPw8BIgtIDF,YMMexeHFUay
1121,Kyaayi H/C III,Kyai HC III,tPiPaWz3TIK,lQj3yMM1lI7
1042,Kyabadaaza H/C III,Kyabadaza HC III,qYIh49gM216,a3LMKP8z8Xj
3405,Kyabasaija H/C III,Kyabasaija HC III,wTumxHRbaIc,Lnewt3iIJaK
757,Kyabazaala H/C III,Kyabazaala HC III,a6p3dWy4ce7,a0DfYpC2Rwl
2511,Kyabenda H/C III,Kyabenda HC III,qMBXDpWSarC,uCVQXAdKqL9
1805,Kyabi H/C III,Kyabi HC III,u0ZXCHvbs0W,j7AQsnEYmvi
2417,Kyabirukwa H/C III,Kyabirukwa HC III,aTaU1OfpPkU,UaR7OHycj8c
388,Kyabugimbi H/C IV,Kyabugimbi HC IV,ILr03pFmrva,It5UGwdHAPF
2613,Kyadondo Medical Center,Kyadondo Medical Centre HC II,WDbxuHRdYY4,aXmBzv61LbM
2558,Kyakarafa H/C II,Kyakarafa HC II,VQqzXN2zkM8,uCVQXAdKqL9
2415,Kyakatara H/C III,Kyakatara HC III,wmzTMo2sIKx,O9MoQcpZ4uA
3409,Kyakuterekera H/C III (Kakumiro),Kyakuterekera HC III,pWrHCTnuvFm,Lnewt3iIJaK
3157,Kyakuterekera H/C III (Kibaale),Kyakuterekera HC III,pWrHCTnuvFm,Lnewt3iIJaK
2361,Kyalugondo H/C III,Kyalugondo HC III,E49UQK1wLQ2,tr9XWtYsL5P
980,Kyalulangira H/C III,Kyalulangira HC III,hBhHjc3o6Fa,P8iz90eiIrW
1651,Kyalulangira H/C III,Kyalulangira HC III,hBhHjc3o6Fa,P8iz90eiIrW
2334,Ministry of Defence Clinic,Mbuya Military clinic (MOD Garrison),zrRBi7DSECl,aXmBzv61LbM
2273,MJAP (CDC Clinic) Mulago,Mulago National Hospital- MJAP (CDC) Mulago,DQIjOIvoTMK,aXmBzv61LbM
2508,Kyampangara H/C II,Kyampangara HC II,x9A33vBF8B4,qf9xWZu7Dq8
845,Kyampisi H/C III,Kyampisi HC III,gQ7xBJtwsF3,a0DfYpC2Rwl
1169,Kyamuhunga H/C III,Kyamuhunga HC III,aerTdJxlEQh,It5UGwdHAPF
2272,MJAP (Iss Clinic) Mulago,Mulago National Hospital- MJAP ISS Clinic,utEt5ijWuIx,aXmBzv61LbM
2543,Kyamulibwa H/C IV,Kyamulibwa Gvt HC III,mgr6AHrRokx,ahyi8Uq4vaj
3384,Kyamulibwa MRC,MRC Kyamulibwa HC II,CSHydY4gTN0,ahyi8Uq4vaj
2420,Kyamusisi H/C III,Kyamusisi HC III,KLRFW0OxcyN,Q7PaNIbyZII
2227,Kyamwinula H/C III,Kyamwinula HC II,aFasKwyj7DC,KhT80mlwJ3Y
2459,Kyanamira H/C III,Kyanamira HC III,bVZDLfQXL5H,zBIpPzKYFLp
2678,Kyanamukaka H/C IV,Kyannamukaaka HC IV,aTvsnjjZTyN,bIONCoCnt3Q
1893,Kyanamuyojo H/C III,Kyanamuyonjo HC III,udyIvAUWRfi,GLHh0BXys9w
2362,Kyangwali H/C IV,Kyangwali HC IV,gQKXvT7RNVU,PJFtfCyp6Rb
3285,Kyangyenyi H/C III,Kyangyenyi HC III,XjGXLRYHwRx,xAJgEKKAeRA
3129,Kyankaramata H/C II,Kyankaramata HC II,lAp1gLzugAb,O9MoQcpZ4uA
1391,Kyankwanzi H/C III,Kyankwazi HC III,RNfCSfnBlxh,IVuiLJYABw6
2127,Kyantungo H/C IV,Kyantungo HC IV,DsaeEp9J3X4,Q7PaNIbyZII
2542,Kyanya SDA H/C III,Kyanya Sda HC II,lpNOI5JV4px,aa8xVDzSpte
2824,Kyarumba H/C III (Government),Kyarumba HC III,zRoj2Cm4CHr,aa8xVDzSpte
3412,Kyarumba PHC III,Kyarumba Phc HC III,MwpYp4lsw9D,aa8xVDzSpte
2600,Kyarusozi H/C IV ,Kyarusozi HC IV,LLjCLRuuOpp,O9MoQcpZ4uA
3344,Kyaterekera H/C III,Kyaterekera HC III,aVULsV9e3Gf,orgY0d5MJa9
1464,Kyatiri H/C III,Kyatiri HC III,g8JZTLexaAr,xr8EMirOASp
396,Kyazanga H/C IV,Kyazanga HC IV,VhOO7DL9Y39,aqpd0Y9eXZ2
1678,Kyebando HC III GOVT,Kyebando HC III GOVT,vgRXnM3VETo,tM3DsJxMaMX
397,Kyebe H/C III,Kyebe HC III,xP2J8wszUrR,P8iz90eiIrW
2274,MJAP (STD/MARPI Clinic) Mulago,Mulago National Hospital- MARPI STI Project Clinic,U6DZjzffCuQ,aXmBzv61LbM
2522,Kyegegwa H/C IV,Kyegegwa HC IV,xLXQrhFHr7A,a9tQqo1rSj7
399,Kyehoro H/C III,Kyehoro HC II,pa2KemeFZTD,PJFtfCyp6Rb
3268,Kyeirumba H/C III,Kyeirumba HC III,uEUAoZHJzu0,UaR7OHycj8c
720,Kyeizooba H/C III,Kyeizooba HC III,aL6mherCqRW,It5UGwdHAPF
3134,Kyembogo H/C III,Kyembogo Holy Cross HC III,RHw7crtljAa,O9MoQcpZ4uA
3096,Kyengera H/C II,Kyengera HC II,avaBAqrl0Df,aIahLLmtvgT
2531,Kyenjojo Hospital,Kyenjojo Hospital,DVWgXBCqWXD,O9MoQcpZ4uA
3290,Kyenzaza H/C II,Kyenzaza HC II,jBqnMmDxLII,fS71jg1WYPk
2752,Kyere H/C III,Kyere HC III,zm7m09FNPYA,zJfpujxC1kD
8228,Kyere Mission,Kyere mission HC III,qmIXnGwbmHP,zJfpujxC1kD
1738,Kyetume H/C III (Lwengo),Kyetume HC III,w53Iyr73JjT,aqpd0Y9eXZ2
2390,Kyetume H/C III (Mukono),Kyetume CBHC HC III,meCVGgjsn0F,a0DfYpC2Rwl
1540,Kyogo H/C III,Kyogo HC III,TsDWptFDnmn,zBIpPzKYFLp
2849,Kyondo H/C III,Kyondo HC III,aDb2aA9qRxt,aa8xVDzSpte
1142,Kyotera Medical Centre,Kyotera Med. Centre HC II,io8JhubppQo,P8iz90eiIrW
1718,Labongogali H/C III,Labongogali HC II,Tvayfd3cIU2,C0RSe3EWBqU
403,Labworomor H/C III,Labworomor HC III,ltWFhjfI6qF,Gwk4wkLz7EW
1777,Lacor H/C III (Amuru),Lacor (Amuru) HC III,cjnFsHrJ4M4,C0RSe3EWBqU
3354,Lacor H/C III (Pabbo),Pabbo (Ngo) HC III,FNTxj1oKTQd,C0RSe3EWBqU
1097,Lacor Opit H/C III- Gulu,Opit HC III,IdUFKUbqQiQ,NULL
405,Laguti H/C III,Laguti HC III,ynatvEoBz7A,aBrjuZk0W31
1779,Lake Mburo H/C III,Kanyaryeru (Lake Mburo) HC III,GVN2Bcibhmd,qf9xWZu7Dq8
2943,Lakwatomer H/C III,Lakwotomer HC II,qKVewTpVtG6,S5fvUXgY54J
3363,Lalle H/C II,Lalle HC II,KabGzoH7k7H,srmGjHrpVE5
3323,Lalogi H/C IV,Lalogi HC IV,Dxbu2QPZahI,S5fvUXgY54J
3317,Lamazia H/C III,Lamezia HC III,EJSR69XSWFB,qf9xWZu7Dq8
1451,Lambu H/C,Lambu HC II,OpHCVPDEaBb,bIONCoCnt3Q
8221,Lanenober H/C III,Lanenobe HC III,ede2KlZ1gtL,S5fvUXgY54J
3375,Lapainat H/C III,Lapainat HC III,EsXcenXz99W,S5fvUXgY54J
2270,MJAP-MUH,Makerere University HC III,Y3K5vv9cdJ7,aXmBzv61LbM
2339,Lapul H/C III,Lapul HC III,UUt3ZtL1hIJ,aBrjuZk0W31
410,Laroo H/C III,Laroo HC III,elqHQKpMveQ,Gwk4wkLz7EW
2792,Laropi H/C III,Laropi HC III,X00gYQ3tjMD,W0kQBddyGyh
2711,Latanya H/C III,Latanya HC III,kBBhLlLFodJ,aBrjuZk0W31
8242,Latoro H/C II (Nwoya),Latoro HC II,u3JBwviodwN,zNgVoDVPYgD
412,Layibi Techo H/C III,Layibi Techo HC III,n8DIemz1Xoh,Gwk4wkLz7EW
2276,MJAP-TB/HIV Iss Clinic Mulago,Mulago National Hospital- MJAP TB HIV Clinic,IM4jRSOQdUl,aXmBzv61LbM
2795,Lefori H/C III,Lefori HC III,Lw8YR0FJdCr,W0kQBddyGyh
2928,Lela- Obaro HC II,Lela- Obaro HC II,tbLOoJ5HpgT,S5fvUXgY54J
413,Lira  Kato H/C III (  Agago ),Lira-Kato HC III,a9ZI6jNBqXx,ztIyIYAzFKp
414,Lira Medical Centre,Lira Medical Centre Ltd HC III,riFZJMWkiZR,Lj8t70RYnEt
3201,Lira Military Barracks H/C III,Lira Barracks HC III,DNDNErLjgOa,Lj8t70RYnEt
415,Lira Palwo H/C III,Lira-Palwo HC III,aNM5X9P50rl,ztIyIYAzFKp
416,Lira REGIONAL REF HOSPITAL,Lira REGIONAL REF HOSPITAL,cK5namCwmbW,Lj8t70RYnEt
2495,Living Water H/C,Living Water Community Medical Centre CL,skaKlRXEgCS,x75Yh65MaUa
417,Loborom HC III,Loborom HC III,WgmL7qQcVxV,pnTVIF5v27r
2651,Lobule H/C III,Lobule HC III,cacYqraIAeB,iqsaGItA68C
866,Lodonga H/C III,Lodonga HC III,P5GTK5hmugt,W1JM2Qdhcv3
2761,Logiri H/C III,Logiri HC III,wacjVEN6pwD,WcB3kLlgRTb
2793,Logoba H/C III,Logoba HC III,gJJhhRiJvSi,W0kQBddyGyh
3124,Lokales H/C II,Lokales HC II,emjerwHdu0g,a8RHFdF4DXL
2962,Lokitelaebu H/C III,Lokitelaebu HC III,krPNAO6ikKF,aPZzL4CyBTg
3383,Lokolia H/C II,Lokolia HC III,uwIGysNI69s,eOJUW6OGpc7
3042,Lokopo H/C III,Lokopo HC III,QKGsjJojbYP,EDhGji3EteB
419,Lokung H/C III,Lokung HC III,MV2QkTgUIz1,xy0M4HhjXtD
2892,Lolachat H/C III,Lolachat HC III,a82qNO5mmYT,VuHCApXcMTm
2230,Lolwe H/C III,Lolwe HC II,ZFd998k7ZbK,Ut0ysYGEipO
3218,Lopeei H/C III,Lopei HC III,YjHuDt86ndQ,EDhGji3EteB
2739,Loputuk H/C III,Loputuk HC III,kvZH9oA6jkJ,A9kRCvmn6Co
3225,Lorengechora H/C III ,Lorengechora HC III,UhCMUEIx3V9,EDhGji3EteB
3168,Lorengedwat H/C III,Lorengedwat HC III,EYaoFJ7u4nr,VuHCApXcMTm
3078,Loroo H/C III,Loroo HC II,Z3lPWheXHAH,a8RHFdF4DXL
2930,Lotome H/C III,Lotome HC III,PLUp4qPTSvf,EDhGji3EteB
2916,Loyoajonga H/C II,Loyoajonga HC II,SsSHoj0KsxS,S5fvUXgY54J
3063,Loyoro H/C II,Loyoro HC III,WmXAoLJicih,eOJUW6OGpc7
633,Lubaga Hospital,Lubaga Hospital,dgmy0Fjx1KZ,aXmBzv61LbM
887,Lubira H/C III,Lubira HC III,NZmcEUkHQPs,oNxpMjveyZt
1315,Lubya H/C II,Lubya HC II,aZjBV5O7kkf,aZLZPPjqft0
2756,Ludara H/C III,Ludara HC III,arcJgFPVh0M,iqsaGItA68C
3255,Lufuka Valley Health Centre III,Lufuka Valley HC III,xLwJJhiMkkX,aIahLLmtvgT
3128,Lugala H/C II,Lugala HC II,zSvdFQRU9Xw,Ut0ysYGEipO
928,Lugasa H/C III,Lugasa HC III,AvO7fMz294Z,ykxQEnZGXkj
3378,Lugazi H/C II,Lugazi II HC II,yM6f1QC8fPA,x75Yh65MaUa
3254,Lugazi Muslim H/C II,Lugazi Muslim HC II,J8lqAR46pse,x75Yh65MaUa
2656,Lujjabwa H/C II,Lujjabwa Island HC II,RuPdGm5T2zl,JrHILmtK0OU
2921,Lujorongole H/C II,Lujorongole HC II,Fw6WydOY9UR,S5fvUXgY54J
1131,Lukaya H/C III,Lukaya HC III,IDk3QfceRQG,ahyi8Uq4vaj
2429,Lukaya HCC Uganda Cares,Lukaya Health Care Center (Uganda Cares),mqCkkaqoMNA,ahyi8Uq4vaj
423,Lukole H/C III,Lukole HC III,RHk4V3ZlFbx,ztIyIYAzFKp
895,Lukolo H/C III,Lukolo HC III,NRHnL9b4KGT,aJR2ZxSH7g4
2919,Lukwir H/C II,Lukwir HC II,Uu40YoS0Mvr,S5fvUXgY54J
2632,Lulagala H/C III,Lulagala HC III,f5lLaEQlPzM,Q7PaNIbyZII
2484,Lulamba H/C III,Lulamba HC III,K3E78Mqdg2A,JrHILmtK0OU
798,Lulyambuzi H/C III,Lulyambuzi HC III,Tb7BdBuiIn8,oyygQ2STBST
2872,Lumino H/C III,Lumino HC III,eheRSS5qlxR,lkuO79O6mRx
2843,Lunyo H/C III,Lunyo HC III,RkPKHtihwLz,lkuO79O6mRx
2366,Luwero H/C IV,Luwero HC IV,SbhXVHOtboo,tr9XWtYsL5P
2059,Luwero Industries Ltd Clinic HC II,Luwero Industries Ltd Clinic HC II,amOfrCsmDMr,aUcYGQCK9ub
426,Luwunga H/C III(1st Div Hospital),Luwunga Barracks HC IV,LKxm4CmrYYh,aIahLLmtvgT
2666,Luyitaayita H/C III (NGO),Luyitayita HC II,NCu3t93AIns,Ame30QOwuX6
1648,Lwajje H/C III,Lwajje HC II,bBNSvGxVrSq,aZLZPPjqft0
